,A1,A2,D1,B1,B2,C1,C2
11206,3.09,1.57,1.0,5.48,9.72,15.3,15.21
11207,1.59,-0.34,1.0,2.01,0.35,2.73,2.36
11208,1.89,-0.05,1.0,1.17,0.04,0.42,1.21
11209,3.28,-0.95,1.0,3.71,3.61,5.56,7.33
11210,1.31,0.43,1.0,3.03,0.36,4.99,3.39
11211,1.12,0.12,1.0,0.64,-0.13,0.49,0.51
11212,2.58,0.82,1.0,3.85,-0.28,4.06,3.57
11213,2.79,1.91,1.0,4.32,-1.2,2.35,3.12
11214,2.16,0.31,1.0,0.28,0.05,0.51,0.33
11215,1.43,-0.96,1.0,-0.63,0.55,0.56,-0.08
11216,2.41,0.11,0.0,2.84,-0.04,4.37,2.81
11217,0.51,0.35,1.0,2.01,0.5,-0.2,2.51
11218,0.91,-0.43,1.0,0.71,-0.79,-1.47,-0.08
11219,1.88,-1.87,0.0,0.2,1.34,1.85,1.53
11220,3.41,-0.74,1.0,4.66,-0.53,3.1,4.14
11221,1.54,2.9,1.0,3.56,1.94,5.79,5.5
11222,2.49,-1.18,1.0,2.54,4.41,8.03,6.96
11223,3.25,-0.08,1.0,1.84,0.51,2.31,2.35
11224,1.82,0.93,0.0,4.34,1.58,5.41,5.93
11225,1.52,2.05,1.0,2.69,-0.64,3.23,2.05
11226,1.81,0.37,1.0,0.69,-0.04,0.99,0.66
11227,1.98,0.91,1.0,3.63,-1.85,-0.71,1.77
11228,2.21,-0.38,1.0,0.41,0.63,1.93,1.03
11229,2.23,1.0,1.0,3.51,-1.33,1.24,2.18
11230,1.22,1.1,1.0,2.58,1.83,6.37,4.41
11231,3.03,0.31,1.0,2.67,0.24,5.26,2.91
11232,0.99,-0.68,0.0,-0.34,-1.04,-2.83,-1.38
11233,1.26,-0.63,1.0,-0.19,0.57,1.36,0.38
11234,2.91,0.72,1.0,3.61,2.13,5.47,5.74
11235,3.11,0.81,1.0,4.16,-1.86,2.62,2.29
11236,0.55,-0.33,0.0,1.36,0.31,1.4,1.66
11237,1.51,-2.16,1.0,0.51,1.02,1.42,1.53
11238,2.02,-0.25,1.0,1.06,-0.34,-0.47,0.72
11239,2.53,0.84,1.0,4.18,-0.99,3.79,3.19
11240,2.8,0.06,1.0,1.33,-0.11,-0.23,1.22
11241,3.03,0.55,1.0,2.21,0.66,1.5,2.86
11242,1.27,1.9,1.0,2.01,0.08,1.35,2.08
11243,2.4,-0.9,1.0,1.75,2.05,3.87,3.8
11244,0.37,-1.91,1.0,-0.57,-0.17,-1.86,-0.74
11245,1.61,-1.63,1.0,0.34,5.83,5.72,6.18
11246,2.85,1.28,1.0,3.2,-0.25,3.25,2.94
11247,3.31,0.83,1.0,4.27,5.94,9.81,10.21
11248,1.75,-1.39,1.0,0.77,0.14,2.64,0.92
11249,1.11,-0.99,0.0,2.19,-0.62,0.01,1.56
11250,0.8,-1.23,1.0,0.75,-0.33,1.56,0.42
11251,2.11,1.18,1.0,2.39,0.75,5.0,3.14
11252,1.48,0.64,1.0,1.84,-0.22,1.05,1.61
11253,0.61,-0.07,1.0,0.62,0.02,0.9,0.64
11254,-0.93,-0.36,1.0,-0.93,-0.4,-2.08,-1.33
11255,2.13,0.25,1.0,2.17,0.11,1.45,2.28
11256,2.32,0.92,1.0,3.94,1.79,5.86,5.73
11257,0.2,-0.47,1.0,-1.21,-0.06,-1.16,-1.27
11258,2.25,-1.62,1.0,-0.4,3.54,4.82,3.14
11259,1.3,-1.05,1.0,0.53,0.12,0.29,0.65
11260,2.27,-1.41,0.0,0.63,-1.68,-1.62,-1.05
11261,3.63,-0.12,1.0,1.18,0.35,1.76,1.53
11262,3.19,-0.42,1.0,3.82,0.2,3.79,4.03
11263,0.27,1.74,1.0,1.56,-0.0,2.36,1.56
11264,2.93,1.4,1.0,3.57,4.14,9.81,7.71
11265,1.43,0.14,1.0,1.85,0.27,2.89,2.12
11266,1.39,-1.0,0.0,0.59,0.2,0.37,0.79
11267,3.66,-0.37,0.0,3.69,0.71,2.46,4.41
11268,0.97,3.57,1.0,4.7,-3.22,1.87,1.47
11269,2.49,-1.42,1.0,2.37,1.91,2.83,4.28
11270,2.23,0.94,1.0,3.41,-0.68,4.64,2.73
11271,2.51,-0.25,1.0,3.12,0.49,5.68,3.61
11272,4.18,0.31,1.0,2.95,0.09,3.93,3.04
11273,0.5,0.55,0.0,0.6,-0.54,0.12,0.06
11274,1.69,0.27,1.0,2.01,-0.2,-0.1,1.81
11275,3.0,-0.83,1.0,2.18,1.08,3.32,3.26
11276,1.72,2.08,1.0,1.96,-0.12,0.58,1.84
11277,1.14,-0.43,1.0,-0.34,-0.07,0.16,-0.41
11278,1.52,1.13,1.0,3.25,1.48,4.12,4.73
11279,2.45,-0.35,1.0,1.29,-0.19,1.19,1.1
11280,0.16,0.05,1.0,-0.74,-0.0,-0.84,-0.75
11281,1.8,-1.19,1.0,1.19,0.78,0.93,1.97
11282,1.87,-0.74,1.0,0.42,-1.08,-1.35,-0.66
11283,2.44,-0.68,1.0,-0.82,-0.47,-1.98,-1.28
11284,-0.03,0.19,0.0,1.56,-0.0,0.53,1.56
11285,0.49,-0.49,1.0,0.16,-0.31,-0.36,-0.15
11286,1.61,-0.7,1.0,2.29,-0.65,1.53,1.63
11287,2.06,-2.24,1.0,0.34,-1.11,-0.14,-0.77
11288,1.72,-1.04,1.0,1.59,1.3,1.62,2.89
11289,2.66,0.9,1.0,3.87,1.41,4.98,5.28
11290,3.03,0.23,1.0,4.13,-0.33,4.01,3.8
11291,3.28,0.47,1.0,4.94,2.02,7.45,6.96
11292,2.09,0.11,0.0,1.0,-0.13,1.11,0.87
11293,2.97,-0.49,0.0,3.9,0.63,2.59,4.53
11294,2.6,-0.33,1.0,1.86,-0.75,0.96,1.11
11295,0.87,-0.0,1.0,-0.66,0.0,-0.31,-0.66
11296,2.58,-0.28,1.0,1.2,0.35,3.26,1.55
11297,1.65,1.57,1.0,2.91,0.47,2.86,3.38
11298,2.51,1.07,1.0,3.67,0.8,5.1,4.47
11299,1.52,-0.14,1.0,1.91,0.32,1.33,2.23
11300,2.65,1.38,1.0,4.44,3.97,9.47,8.41
11301,1.16,-0.02,1.0,1.88,-0.01,2.9,1.87
11302,1.47,0.69,1.0,3.41,0.78,5.35,4.19
11303,1.15,-0.06,1.0,1.81,-0.11,3.19,1.69
11304,2.24,-1.13,1.0,1.04,0.8,1.8,1.84
11305,2.21,-0.61,1.0,1.6,-1.49,-0.01,0.11
11306,3.72,-0.49,1.0,3.81,0.39,4.78,4.21
11307,3.12,0.29,0.0,4.33,0.16,3.27,4.49
11308,3.11,0.26,1.0,3.1,-1.87,3.02,1.23
11309,1.71,-0.42,1.0,0.85,-0.14,0.63,0.71
11310,1.25,0.23,1.0,1.59,-0.17,1.11,1.42
11311,1.55,-0.89,1.0,1.91,1.88,3.45,3.78
11312,2.72,-0.56,1.0,3.7,-2.02,2.17,1.69
11313,1.11,1.01,1.0,1.39,0.21,2.15,1.59
11314,2.1,0.1,1.0,1.71,-0.12,0.33,1.58
11315,2.65,-0.93,1.0,1.12,-1.65,-0.7,-0.53
11316,2.34,0.16,1.0,2.43,-0.01,1.88,2.42
11317,3.02,0.6,1.0,4.21,-2.24,2.34,1.97
11318,4.11,0.74,1.0,4.05,-2.77,0.19,1.29
11319,1.66,-0.51,1.0,0.01,0.81,0.94,0.82
11320,2.65,2.85,1.0,4.4,-9.52,-3.54,-5.12
11321,2.99,0.49,1.0,2.17,1.59,4.52,3.76
11322,0.98,1.39,0.0,3.51,1.04,3.38,4.55
11323,1.91,-1.47,1.0,1.34,-2.86,-1.55,-1.52
11324,1.66,-1.0,1.0,2.0,0.46,3.41,2.45
11325,2.89,-0.8,1.0,3.9,1.52,5.05,5.43
11326,1.71,1.09,1.0,1.21,1.91,2.19,3.12
11327,3.34,0.46,1.0,2.83,0.89,4.1,3.72
11328,1.22,-0.9,0.0,-0.35,0.8,0.54,0.45
11329,1.68,0.2,1.0,2.9,0.32,3.2,3.22
11330,2.99,0.78,1.0,3.76,2.22,7.35,5.98
11331,3.08,0.01,1.0,2.46,0.03,3.75,2.5
11332,2.94,0.14,1.0,1.64,0.68,0.23,2.33
11333,1.33,-0.16,1.0,0.02,-0.07,-0.94,-0.06
11334,1.53,-1.71,0.0,-0.92,2.29,2.06,1.37
11335,0.21,-0.85,1.0,-0.59,-0.01,-1.71,-0.6
11336,1.96,-1.34,0.0,-0.08,1.33,0.03,1.26
11337,-0.33,-1.84,1.0,-2.41,0.57,-1.49,-1.83
11338,1.95,0.07,1.0,1.51,-0.03,2.8,1.48
11339,2.68,-1.17,1.0,1.01,-0.93,-1.42,0.08
11340,0.75,0.74,1.0,1.85,-0.24,0.8,1.61
11341,1.29,-1.5,1.0,0.07,0.13,0.9,0.19
11342,2.36,-1.15,1.0,2.07,0.52,3.32,2.6
11343,1.88,0.77,1.0,2.79,-0.88,1.5,1.91
11344,3.39,-0.82,1.0,0.81,1.47,0.51,2.28
11345,0.02,-0.28,1.0,-0.39,0.01,0.28,-0.38
11346,2.32,0.98,1.0,5.12,-0.56,4.42,4.56
11347,4.62,0.34,1.0,4.86,-1.33,3.14,3.53
11348,2.98,-0.43,0.0,2.79,-1.03,1.62,1.76
11349,2.17,0.24,0.0,2.61,0.39,3.1,2.99
11350,0.71,0.13,1.0,0.87,-0.08,0.53,0.79
11351,3.6,-1.43,1.0,1.94,-1.19,1.41,0.75
11352,2.24,-0.35,1.0,2.7,0.23,3.67,2.93
11353,3.02,0.41,1.0,3.41,-0.1,2.93,3.31
11354,2.29,-0.54,0.0,1.21,0.71,-0.32,1.91
11355,1.84,-1.87,1.0,0.63,-2.98,-1.21,-2.35
11356,1.21,1.34,1.0,2.34,0.71,2.19,3.06
11357,1.95,0.23,1.0,1.49,-0.57,0.11,0.92
11358,1.72,0.07,1.0,1.37,-0.07,0.63,1.3
11359,4.29,1.78,0.0,6.16,-0.73,5.28,5.43
11360,3.06,-2.0,1.0,0.55,-2.92,-4.96,-2.37
11361,1.49,-0.13,1.0,2.0,-0.28,1.23,1.72
11362,1.06,-1.47,0.0,-0.95,-0.72,-1.83,-1.67
11363,2.22,0.14,1.0,1.8,-0.19,1.51,1.61
11364,-0.39,-0.46,1.0,-1.42,0.09,-0.19,-1.34
11365,2.67,-1.19,1.0,1.71,-0.57,2.04,1.14
11366,1.54,-0.13,1.0,3.29,-0.21,3.42,3.08
11367,2.28,1.56,0.0,4.41,0.39,5.86,4.8
11368,1.47,0.12,0.0,0.82,0.1,1.01,0.92
11369,2.72,0.32,1.0,3.16,-0.17,2.35,2.99
11370,2.09,-0.29,1.0,3.53,-0.88,2.95,2.65
11371,2.7,-0.62,1.0,1.71,-2.91,-0.21,-1.2
11372,2.64,0.27,1.0,0.88,0.85,1.6,1.72
11373,1.1,-0.3,1.0,1.98,-0.44,0.65,1.54
11374,2.69,-0.49,1.0,2.44,1.12,2.25,3.56
11375,1.44,-0.01,0.0,1.22,-0.02,-0.85,1.2
11376,1.77,-2.17,1.0,0.32,3.09,3.29,3.41
11377,0.86,0.61,0.0,1.38,0.23,2.58,1.61
11378,2.81,0.44,1.0,4.51,2.44,6.2,6.95
11379,2.62,0.39,0.0,3.83,2.03,6.22,5.87
11380,2.6,1.97,0.0,4.18,0.56,6.04,4.74
11381,1.21,-0.38,1.0,1.61,0.05,2.61,1.66
11382,2.2,-0.78,0.0,2.55,-3.62,-1.89,-1.07
11383,2.95,1.31,1.0,4.7,-1.85,6.33,2.85
11384,1.72,-0.06,1.0,1.93,-0.14,2.93,1.79
11385,0.64,1.78,1.0,2.55,1.34,4.35,3.88
11386,1.04,-0.54,0.0,1.46,-0.78,3.54,0.68
11387,2.64,1.14,1.0,4.07,-0.82,4.52,3.25
11388,2.24,0.46,0.0,0.32,-1.0,-1.13,-0.68
11389,3.54,0.52,1.0,2.4,1.05,2.91,3.45
11390,0.57,-0.98,1.0,-1.12,0.48,0.45,-0.64
11391,1.54,-0.96,1.0,-0.58,0.48,-1.27,-0.11
11392,3.01,0.8,1.0,4.52,-1.11,2.95,3.41
11393,1.76,0.01,1.0,2.07,-0.01,2.06,2.06
11394,2.01,-0.97,0.0,0.08,-1.43,-1.01,-1.35
11395,0.38,-1.58,1.0,-2.8,-0.55,-4.98,-3.35
11396,2.11,0.68,1.0,2.81,0.78,4.09,3.59
11397,0.78,0.13,1.0,0.82,-0.11,-1.03,0.71
11398,1.66,0.53,1.0,0.18,-0.75,-0.37,-0.57
11399,3.03,0.08,1.0,5.11,0.2,5.23,5.31
11400,1.86,-0.27,1.0,0.53,0.07,0.64,0.6
11401,0.63,0.8,0.0,1.98,0.98,3.25,2.96
11402,2.55,0.08,1.0,3.01,0.11,1.41,3.12
11403,2.11,0.37,1.0,2.17,0.29,2.12,2.45
11404,2.63,-0.29,1.0,3.14,0.81,4.14,3.95
11405,1.69,0.82,1.0,1.93,0.84,2.23,2.77
11406,3.57,0.36,1.0,4.74,1.53,6.33,6.27
11407,0.58,-0.39,0.0,-1.53,-0.24,-1.11,-1.78
11408,1.68,-0.64,1.0,-0.11,-2.09,-2.22,-2.2
11409,-0.05,-0.68,1.0,-0.24,-0.04,0.37,-0.28
11410,1.65,0.73,1.0,3.0,-0.74,1.33,2.26
11411,3.09,-1.25,1.0,2.63,1.49,6.17,4.13
11412,1.95,0.57,1.0,1.75,-0.09,0.54,1.66
11413,1.45,0.02,0.0,0.34,-0.0,-0.18,0.34
11414,2.31,0.2,1.0,1.89,-0.42,-1.12,1.47
11415,3.12,-0.24,1.0,1.52,-0.24,-0.02,1.28
11416,2.09,-1.34,1.0,0.74,3.41,3.23,4.15
11417,2.43,0.68,0.0,3.48,0.77,4.71,4.25
11418,1.21,-0.38,0.0,2.33,0.57,2.97,2.91
11419,2.05,-1.49,1.0,0.86,2.54,4.13,3.41
11420,1.07,1.19,1.0,1.81,-1.23,0.62,0.58
11421,2.72,-0.49,0.0,1.55,0.46,2.2,2.01
11422,-0.03,-1.35,1.0,-2.59,-0.05,-2.59,-2.65
11423,4.57,-0.67,1.0,4.5,0.85,6.97,5.34
11424,1.84,0.33,1.0,1.12,0.42,3.82,1.54
11425,2.21,0.67,1.0,4.06,1.01,5.07,5.07
11426,1.06,-1.35,1.0,-0.15,-1.85,-3.28,-2.01
11427,0.8,1.25,1.0,1.52,0.48,0.2,2.0
11428,1.64,-0.91,1.0,-0.0,2.71,4.3,2.71
11429,1.27,0.21,1.0,0.12,-0.42,-0.81,-0.29
11430,1.25,-0.14,0.0,0.85,0.08,-0.18,0.94
11431,0.77,0.85,0.0,1.8,-0.77,0.54,1.02
11432,2.55,-0.1,0.0,4.38,-0.22,5.74,4.16
11433,2.81,0.5,1.0,4.15,-2.39,3.88,1.75
11434,1.23,0.38,1.0,2.11,-0.25,0.24,1.85
11435,0.83,-0.09,1.0,-0.17,-0.04,-2.04,-0.21
11436,3.71,1.22,1.0,5.34,7.49,14.35,12.84
11437,0.2,-1.75,1.0,-1.06,-0.47,-2.43,-1.53
11438,1.36,1.11,1.0,2.18,0.91,3.42,3.08
11439,1.5,-1.62,1.0,0.06,-0.23,1.47,-0.17
11440,3.35,-1.55,1.0,1.97,-5.7,-5.16,-3.73
11441,1.86,1.31,1.0,2.18,-0.9,1.58,1.28
11442,0.88,0.44,1.0,0.41,1.02,0.44,1.43
11443,3.4,0.39,0.0,3.04,0.77,4.16,3.8
11444,3.19,0.47,1.0,4.74,-0.0,6.14,4.74
11445,1.03,0.41,1.0,1.29,-0.83,2.1,0.46
11446,0.98,-0.0,1.0,0.14,0.0,-1.19,0.15
11447,1.72,-1.1,1.0,3.34,-1.03,2.84,2.31
11448,3.53,0.43,1.0,3.69,-0.77,3.7,2.92
11449,0.15,-0.52,1.0,-0.14,-0.03,0.43,-0.17
11450,0.44,-1.31,1.0,-1.68,0.45,-0.64,-1.23
11451,2.3,1.05,1.0,3.31,0.71,4.39,4.02
11452,1.03,0.44,1.0,1.12,0.41,2.83,1.53
11453,3.79,0.23,0.0,3.56,0.19,0.95,3.76
11454,2.17,-1.44,0.0,0.71,6.1,7.57,6.81
11455,1.5,-1.63,1.0,0.14,-3.08,0.18,-2.95
11456,2.87,0.27,1.0,0.81,1.54,1.32,2.34
11457,3.26,-1.76,1.0,1.53,2.62,4.43,4.15
11458,2.84,0.39,1.0,4.14,0.65,5.02,4.8
11459,2.9,-0.3,1.0,2.46,-1.57,-0.73,0.89
11460,1.46,-1.19,1.0,-1.11,0.01,-0.31,-1.1
11461,1.22,0.0,1.0,0.55,-0.0,-0.69,0.55
11462,0.41,0.43,1.0,1.07,-0.24,0.71,0.83
11463,1.05,0.36,1.0,3.36,0.11,1.84,3.47
11464,1.6,-1.46,1.0,-0.85,2.48,0.77,1.62
11465,2.6,-0.98,1.0,1.74,0.08,0.36,1.82
11466,3.94,0.69,0.0,6.38,0.76,5.49,7.13
11467,1.36,1.26,1.0,1.65,-0.13,0.18,1.52
11468,3.26,0.06,1.0,4.44,0.21,5.05,4.65
11469,1.32,1.2,1.0,1.28,-2.35,-2.37,-1.07
11470,0.02,0.83,1.0,1.27,-0.01,3.53,1.25
11471,2.85,-0.58,1.0,3.06,-0.95,1.64,2.11
11472,2.75,-2.72,1.0,0.71,2.21,4.65,2.92
11473,2.7,-0.21,0.0,4.86,0.36,5.74,5.21
11474,-0.36,-1.11,0.0,-0.99,-0.56,-2.41,-1.55
11475,4.36,-2.68,1.0,2.99,-14.03,-10.15,-11.03
11476,2.04,1.68,1.0,3.0,-2.15,1.24,0.84
11477,2.16,1.19,1.0,2.26,4.78,7.63,7.04
11478,1.28,-1.25,0.0,0.09,-0.08,3.06,0.01
11479,2.21,0.96,1.0,3.38,3.31,7.48,6.69
11480,1.94,-0.57,1.0,1.44,-0.1,2.73,1.35
11481,1.24,-1.56,1.0,0.02,-0.84,0.1,-0.81
11482,0.33,0.68,1.0,0.24,-0.03,1.04,0.21
11483,2.06,-0.62,1.0,4.57,0.57,4.01,5.14
11484,1.58,0.9,1.0,1.01,-1.43,-2.3,-0.42
11485,2.28,0.3,1.0,2.83,-0.35,1.99,2.47
11486,0.06,0.57,1.0,0.18,-0.03,-0.26,0.15
11487,0.89,-1.35,0.0,0.67,0.25,2.73,0.91
11488,1.96,1.89,1.0,2.6,-4.26,0.33,-1.66
11489,1.82,1.23,1.0,2.85,-2.27,0.97,0.58
11490,3.47,-0.95,1.0,2.61,0.08,2.87,2.69
11491,2.62,1.25,1.0,4.15,2.0,6.65,6.15
11492,1.29,-0.5,0.0,-0.04,-0.08,1.0,-0.11
11493,1.13,0.01,1.0,-0.44,0.01,-0.66,-0.43
11494,1.47,-1.33,1.0,1.57,-1.46,1.64,0.11
11495,2.48,0.56,1.0,4.06,-2.68,1.91,1.38
11496,1.35,-1.49,1.0,-0.38,-3.5,-3.96,-3.88
11497,2.19,0.74,1.0,2.16,-1.6,-0.61,0.55
11498,1.82,-1.95,1.0,-1.96,2.57,-1.16,0.61
11499,1.59,-0.16,1.0,1.15,-0.16,2.0,0.99
11500,2.21,-0.88,0.0,2.03,0.83,3.07,2.86
11501,4.09,-1.66,1.0,2.2,2.82,4.92,5.02
11502,1.09,-0.25,0.0,2.04,0.46,1.04,2.5
11503,2.73,-1.16,1.0,2.01,-1.24,1.11,0.78
11504,2.03,0.1,1.0,2.17,0.05,2.68,2.21
11505,2.54,0.17,1.0,1.74,-0.48,0.91,1.26
11506,1.32,0.39,1.0,0.56,-0.19,0.3,0.37
11507,2.8,-0.27,1.0,1.3,0.28,1.71,1.59
11508,2.97,1.13,0.0,3.76,0.65,6.66,4.4
11509,3.83,0.96,0.0,5.43,2.77,7.55,8.2
11510,2.72,-0.5,1.0,3.13,-0.55,2.75,2.59
11511,1.43,1.84,0.0,3.36,0.15,3.65,3.51
11512,1.42,1.38,1.0,3.58,3.53,8.39,7.11
11513,1.16,-1.37,1.0,-1.13,-1.19,-2.96,-2.32
11514,2.71,0.39,0.0,2.8,-1.22,0.41,1.58
11515,2.42,-0.29,0.0,2.46,-0.8,0.55,1.67
11516,2.12,0.89,1.0,2.59,-1.17,0.62,1.42
11517,1.83,0.29,1.0,2.39,0.72,1.54,3.11
11518,1.67,0.32,1.0,3.27,-0.6,3.55,2.67
11519,2.91,2.02,1.0,5.59,-8.15,-1.97,-2.56
11520,1.46,-0.3,1.0,1.59,-0.51,0.65,1.08
11521,1.81,0.37,1.0,2.87,-0.55,1.96,2.32
11522,0.61,0.69,1.0,0.84,-0.04,1.66,0.8
11523,1.74,0.81,1.0,2.04,-0.98,1.25,1.06
11524,3.22,-0.61,1.0,2.86,-0.13,2.85,2.73
11525,2.55,0.83,1.0,3.13,0.62,4.44,3.75
11526,3.48,-1.55,1.0,3.21,7.03,9.05,10.24
11527,0.76,1.36,1.0,2.95,-1.23,3.14,1.72
11528,2.83,-1.56,1.0,0.64,10.5,11.91,11.15
11529,3.05,-1.53,1.0,0.8,2.42,4.56,3.21
11530,2.54,0.73,1.0,2.77,-1.29,0.23,1.49
11531,0.67,-0.32,1.0,0.04,0.09,-0.06,0.12
11532,1.43,1.53,1.0,2.53,-0.5,2.87,2.03
11533,1.6,-1.84,1.0,0.4,2.38,3.21,2.79
11534,2.39,-1.33,1.0,-0.05,-2.61,-2.25,-2.66
11535,1.68,1.03,1.0,3.55,-3.17,1.51,0.37
11536,0.52,1.33,1.0,2.73,0.86,2.5,3.6
11537,0.83,0.69,1.0,0.01,-0.04,-0.61,-0.03
11538,3.78,0.83,1.0,4.01,-2.18,2.33,1.82
11539,0.73,-1.36,0.0,0.62,0.86,1.22,1.48
11540,1.75,1.87,1.0,4.58,3.02,6.68,7.59
11541,2.28,1.24,1.0,3.47,-7.18,-3.96,-3.71
11542,2.58,-0.31,1.0,3.64,-1.85,1.54,1.78
11543,2.49,-0.18,1.0,2.99,0.47,3.07,3.46
11544,2.75,-0.1,0.0,2.08,0.11,2.88,2.19
11545,2.13,0.68,0.0,2.73,0.34,2.77,3.07
11546,2.31,-1.81,1.0,0.26,2.3,2.9,2.57
11547,-0.68,-0.61,1.0,-2.42,0.62,-1.62,-1.8
11548,4.57,-1.0,0.0,4.23,-1.42,3.27,2.82
11549,2.82,-1.81,1.0,1.14,1.7,3.42,2.83
11550,-0.33,-0.59,1.0,0.75,-0.1,1.86,0.65
11551,0.28,0.6,0.0,1.0,0.39,1.33,1.4
11552,5.12,-0.83,0.0,4.56,5.01,9.33,9.57
11553,2.63,0.15,1.0,0.89,0.28,1.8,1.17
11554,1.85,0.05,1.0,1.59,0.03,1.6,1.62
11555,2.59,0.45,1.0,2.79,-1.03,1.58,1.76
11556,3.49,0.41,1.0,4.58,-1.29,2.79,3.29
11557,2.16,-1.78,1.0,0.63,-7.05,-6.72,-6.42
11558,1.87,-0.84,0.0,1.06,0.91,0.54,1.97
11559,1.8,0.06,1.0,1.81,-0.0,1.64,1.81
11560,1.17,0.56,1.0,1.18,-0.51,1.71,0.68
11561,3.7,-0.59,1.0,2.85,-1.27,1.8,1.58
11562,1.54,-0.26,1.0,1.03,0.05,1.24,1.08
11563,2.25,-0.01,1.0,3.59,-0.02,2.66,3.57
11564,2.32,-2.17,1.0,1.89,-2.84,-0.32,-0.95
11565,2.49,-0.57,1.0,0.28,0.56,0.11,0.83
11566,0.87,-1.0,1.0,-0.81,-0.64,-4.09,-1.44
11567,1.35,0.58,1.0,1.09,0.16,1.31,1.24
11568,1.61,0.18,1.0,1.42,0.27,2.89,1.7
11569,0.88,0.13,1.0,1.31,0.02,2.2,1.33
11570,-0.64,-0.63,1.0,-1.77,0.17,-1.8,-1.59
11571,3.19,-0.3,1.0,2.88,0.95,3.54,3.84
11572,1.1,1.27,1.0,0.29,-0.64,-1.92,-0.35
11573,0.78,-0.6,1.0,-1.44,-0.37,-0.48,-1.81
11574,2.05,-0.44,1.0,0.89,-0.16,1.54,0.73
11575,2.84,-0.65,1.0,2.79,4.67,6.73,7.46
11576,3.05,0.72,1.0,4.42,4.03,9.37,8.45
11577,0.83,1.01,1.0,2.72,0.7,5.1,3.42
11578,0.44,0.77,0.0,0.86,-0.27,0.34,0.59
11579,1.14,0.39,1.0,-0.22,0.32,-0.14,0.1
11580,1.17,-1.01,0.0,-1.65,-0.2,-2.94,-1.85
11581,1.12,0.28,0.0,2.24,0.55,2.5,2.79
11582,2.67,0.38,1.0,3.02,-1.6,0.65,1.43
11583,1.6,0.41,0.0,2.22,1.13,3.53,3.34
11584,0.84,-1.0,0.0,1.04,0.13,0.19,1.17
11585,3.76,-0.79,0.0,3.18,-3.26,-0.73,-0.07
11586,4.01,0.56,1.0,5.36,-2.37,3.69,2.99
11587,1.7,1.05,1.0,2.65,-1.11,2.1,1.54
11588,2.36,0.26,1.0,1.71,-0.97,-1.07,0.75
11589,3.21,2.17,1.0,4.34,17.96,21.17,22.3
11590,2.73,-1.21,1.0,2.35,-3.95,-1.7,-1.6
11591,2.03,0.46,1.0,1.01,-2.29,-2.21,-1.28
11592,1.45,0.7,1.0,4.12,1.49,5.24,5.61
11593,1.74,1.58,1.0,4.0,-0.46,3.19,3.54
11594,1.88,0.14,1.0,1.48,-0.29,0.42,1.19
11595,2.33,-0.01,1.0,3.84,0.01,5.22,3.85
11596,2.63,-0.67,1.0,2.56,-0.21,2.31,2.34
11597,1.11,-0.57,1.0,-0.46,1.21,-0.45,0.74
11598,0.92,-1.66,1.0,-0.44,2.92,3.85,2.48
11599,4.52,0.25,1.0,3.82,-1.15,2.05,2.68
11600,2.61,-2.39,1.0,0.46,-8.59,-7.39,-8.13
11601,1.92,1.74,0.0,5.72,-2.28,3.67,3.43
11602,3.41,0.3,1.0,5.13,-1.03,4.69,4.1
11603,2.66,1.73,1.0,3.61,5.16,10.91,8.77
11604,2.57,0.27,1.0,2.51,2.54,5.38,5.05
11605,1.76,-0.4,1.0,1.07,-0.31,-0.01,0.76
11606,1.53,-0.02,1.0,-0.58,0.03,-0.64,-0.56
11607,2.05,0.97,0.0,4.0,-0.21,4.41,3.79
11608,2.27,0.94,1.0,3.36,-0.79,1.45,2.57
11609,3.34,-0.62,0.0,0.3,0.71,0.64,1.01
11610,1.59,1.07,1.0,1.37,-2.35,-0.14,-0.98
11611,2.37,1.17,1.0,1.64,-2.05,0.02,-0.41
11612,3.63,-1.11,1.0,1.24,0.03,0.51,1.27
11613,2.36,-0.21,1.0,2.35,-1.12,0.4,1.22
11614,2.44,-0.92,1.0,2.36,1.27,3.32,3.63
11615,2.8,-1.37,1.0,2.05,4.84,6.69,6.9
11616,2.94,-0.12,1.0,3.88,-0.2,4.02,3.68
11617,3.3,-1.16,1.0,2.2,2.22,5.11,4.42
11618,2.95,0.71,1.0,3.2,-0.67,3.71,2.53
11619,3.14,-1.56,1.0,2.34,-0.6,2.37,1.74
11620,2.47,-0.49,1.0,-1.42,-1.58,-4.1,-3.0
11621,1.9,0.16,1.0,2.2,-0.12,2.15,2.07
11622,1.67,0.44,1.0,1.07,0.52,3.71,1.59
11623,0.97,0.18,1.0,1.03,-0.06,0.21,0.97
11624,1.34,-0.64,1.0,0.66,-0.91,0.31,-0.25
11625,0.7,0.47,1.0,1.07,0.42,2.5,1.49
11626,2.17,-0.23,1.0,1.86,-0.31,1.26,1.55
11627,1.46,0.01,1.0,0.88,0.01,2.76,0.89
11628,1.96,0.2,0.0,2.68,0.25,3.53,2.92
11629,1.52,1.84,1.0,2.83,2.72,4.77,5.55
11630,2.43,0.16,1.0,3.62,-0.19,2.97,3.43
11631,1.29,0.23,0.0,2.32,-0.27,2.81,2.05
11632,0.08,0.67,0.0,2.14,-0.0,3.17,2.14
11633,1.6,-0.27,0.0,1.25,0.16,1.74,1.41
11634,2.51,-0.67,1.0,2.24,-0.82,1.27,1.42
